# index, _pos
18193,"array([  3.42412111, -16.99927924])"
18194,"array([74.95330542, 82.60279474])"
18195,"array([ 34.11788209, 149.59612578])"
18196,"array([26.16268405, 11.89009586])"
18197,"array([-2.79594657e+01,  1.06911447e-02])"
18198,"array([73.46199233, 31.16086445])"
18199,"array([ 8.53345573, 75.62453078])"
18200,"array([-17.37617416,  -3.70885699])"
18201,"array([114.99971115, -38.06862738])"
18202,"array([ 24.07150362, 138.15045732])"
18203,"array([20.86015287, 60.14832358])"
18204,"array([55.13137421, 74.67045421])"
18205,"array([-44.54356178, -36.3806019 ])"
18206,"array([-57.94343051, -32.17352284])"
18207,"array([52.26139687, 24.61954869])"
18208,"array([-41.64902845,  48.54707078])"
18209,"array([-12.74204229,  60.36548033])"
18210,"array([ 71.71133883, -77.81692754])"
18211,"array([ 19.15790173, 127.46756443])"
18212,"array([89.67110515, 45.64573005])"
18213,"array([-6.44578764,  0.70613948])"
18214,"array([-14.99423914, 128.23099669])"
18215,"array([142.80142954, -25.07699692])"
18216,"array([ 62.10638145, 128.13656895])"
18217,"array([93.45161333, 80.09098806])"
18218,"array([ 3.92016928, -6.5237329 ])"
18219,"array([-41.71359234, -75.87238563])"
18220,"array([-25.5776052 , 127.72711639])"
18221,"array([90.4605918 , -6.24787152])"
18222,"array([53.41399859, 97.11354116])"
18223,"array([-3.35139125,  3.38143826])"
18224,"array([-1.49072209, 54.95305443])"
18225,"array([ 83.0491776 , -88.26495063])"
18226,"array([  84.7840988 , -135.93594551])"
18227,"array([  99.95752504, -153.2649325 ])"
18228,"array([-41.17799985,  83.66317456])"
18229,"array([-26.21481025,  27.61026894])"
18230,"array([-81.18860731,  34.1059366 ])"
18231,"array([99.8968498 , 98.29413879])"
18232,"array([ 36.71192454, 109.83462033])"
18233,"array([-67.25209067,  97.54750686])"
18234,"array([-14.25744458, -63.78247392])"
18235,"array([103.159532  , -73.27540703])"
18236,"array([-56.26290096,  88.80358279])"
18237,"array([ 32.3469977 , -74.48789032])"
18238,"array([  2.62571293, 125.4113964 ])"
18239,"array([73.781597  , 39.05693745])"
18240,"array([ 48.68208528, -83.58505574])"
18241,"array([ 53.09516445, -78.81145554])"
18242,"array([-52.27543499,   1.69288095])"
18243,"array([59.10428833, 77.83842429])"
18244,"array([-17.50451427,  23.06304518])"
18245,"array([ -58.29925704, -110.05851825])"
18246,"array([-46.88857607, -90.32864644])"
18247,"array([139.80207728,  58.96464865])"
18248,"array([ 46.15013178, -49.15136969])"
18249,"array([-51.43271102,  11.59882056])"
18250,"array([-39.12120891,  77.98497027])"
18251,"array([  70.08899226, -134.45894058])"
18252,"array([26.20479265, 49.67307495])"
18253,"array([-88.68123778,  55.69334844])"
18254,"array([106.01772934,  37.33000433])"
18255,"array([ -1.77713761, 100.77732219])"
18256,"array([ 56.69170269, 124.80492942])"
18257,"array([86.02378767, 10.18838953])"
18258,"array([   0.86718439, -112.87538049])"
18259,"array([-16.904651  , -80.57339111])"
18260,"array([77.14867914, 68.87724122])"
18261,"array([115.02315199,  52.32816154])"
18262,"array([ 63.44573254, 156.29789654])"
18263,"array([ 43.87496048, 106.65707206])"
18264,"array([-64.50104904, -97.30664968])"
18265,"array([ 49.55327844, -54.76535111])"
18266,"array([-95.93424167,  20.12345958])"
18267,"array([-12.60766517,  97.21244975])"
18268,"array([-75.70185915,  50.51103488])"
18269,"array([107.38606661,  65.36142106])"
18270,"array([116.53609204,  42.70578875])"
18271,"array([ 25.67427097, -35.03091872])"
18272,"array([27.71116793, 15.08278721])"
18273,"array([ 18.65192198, -32.34769158])"
18274,"array([-66.5855959 ,  43.66526871])"
18275,"array([107.41995799, -35.25014522])"
18276,"array([-2.14286189, 20.62402768])"
18277,"array([  27.41451632, -149.11365396])"
18278,"array([57.75093804, 83.71698898])"
18279,"array([  65.77083443, -105.75456481])"
18280,"array([-62.85911733,   9.84477164])"
18281,"array([ 27.18137037, 128.68698324])"
18282,"array([11.33822734, 49.31961917])"
18283,"array([-82.56687756,  37.26859299])"
18284,"array([ 68.16692363, -52.24224676])"
18285,"array([-29.6016707 ,  -6.29760036])"
18286,"array([ 0.51459504, 67.3435421 ])"
18287,"array([99.98849801, 34.01651399])"
18288,"array([53.65616826, 38.80296162])"
18289,"array([-21.67158615,  16.12824512])"
18290,"array([ 72.63511596, -26.00746274])"
18291,"array([-0.79277288, -1.4779557 ])"
18292,"array([ 14.13807959, 167.26913017])"
18293,"array([81.68897706, 88.11475432])"
18294,"array([-17.03305781,  24.65579227])"
18295,"array([-41.86918993,  29.05889253])"
18296,"array([ 29.30096412, 126.82937639])"
18297,"array([82.31901873, 53.83420204])"
18298,"array([120.42817447, -25.62757775])"
18299,"array([ 41.39604219, 130.02757414])"
18300,"array([-55.49172759,  51.33220325])"
18301,"array([66.28743537, 38.59544111])"
18302,"array([ 81.75208611, 126.61543847])"
18303,"array([27.90145202, 36.14792949])"
18304,"array([-1.11155046, -9.94987078])"
18305,"array([29.48398734, 64.62952252])"
18306,"array([ 115.14921008, -125.57698522])"
18307,"array([134.81136498,  29.27267069])"
18308,"array([ 14.33366334, 115.63248091])"
18309,"array([19.11445025, 22.70180637])"
18310,"array([   4.16667664, -133.52657533])"
18311,"array([115.43848277,  97.91105283])"
18312,"array([26.33577788, 84.91809207])"
18313,"array([ 78.37754815, -19.06825375])"
18314,"array([ 70.17397686, -70.52231525])"
18315,"array([-22.94355684,  22.8602527 ])"
18316,"array([  54.9964639 , -150.35478396])"
18317,"array([-90.30016354,  81.98317492])"
18318,"array([ -5.37012264, -64.64233644])"
18319,"array([-47.20599847,  -9.99943057])"
18320,"array([119.31625207,  16.3425878 ])"
18321,"array([  72.58583461, -129.55278372])"
18322,"array([73.60620818,  8.62688886])"
18323,"array([73.91068602, 30.1562198 ])"
18324,"array([  95.25823325, -124.18823318])"
18325,"array([-25.42411096,  51.46756687])"
18326,"array([-36.93917514, 117.76957133])"
18327,"array([137.33150639,  47.79147463])"
18328,"array([ -8.13187797, -35.57320753])"
18329,"array([-3.8160006 , 45.48085039])"
18330,"array([  -2.8996676 , -181.95581704])"
18331,"array([ 58.31714755, -21.67073397])"
18332,"array([35.38224006, 57.75150597])"
18333,"array([20.21035227,  6.4627706 ])"
18334,"array([ -3.97060187, 100.17416294])"
18335,"array([ 19.20854207, -18.80926366])"
18336,"array([-27.94351873, -58.4299484 ])"
18337,"array([-41.73195572,   1.67045099])"
18338,"array([ 11.71474267, 135.71439765])"
18339,"array([75.03587518,  9.88810234])"
18340,"array([-45.46407569, -52.85429896])"
18341,"array([  29.16391064, -115.5147937 ])"
18342,"array([31.16441353, 81.01165516])"
18343,"array([86.67781969, 58.21539068])"
18344,"array([-37.47994194,  90.67593758])"
18345,"array([ -3.39309997, 133.74656081])"
18346,"array([ 60.40022549, -63.85801826])"
18347,"array([ 13.81551407, -56.49507339])"
18348,"array([40.27200543, 47.42321062])"
18349,"array([-20.18101801, 120.65880316])"
18350,"array([110.72639166,  69.94916649])"
18351,"array([ -5.87220201, -48.01211943])"
18352,"array([-31.83587294, 112.04376495])"
18353,"array([81.18894515, 46.30088668])"
18354,"array([101.35922466, 104.47131766])"
18355,"array([-25.24033306, -77.14932468])"
18356,"array([87.60940921, 84.77498818])"
18357,"array([-2.65281073, 43.41393557])"
18358,"array([137.06176394, -56.1762719 ])"
18359,"array([13.35405841, 59.84594256])"
18360,"array([75.9295577 ,  2.86369142])"
18361,"array([ 13.93058635, 119.84726127])"
18362,"array([ 41.78730774, 141.50635842])"
18363,"array([ 39.74305275, -86.40302625])"
18364,"array([46.15268966, 76.65055491])"
18365,"array([-86.44957193, -49.84499655])"
18366,"array([134.58671924, -52.37579665])"
18367,"array([  -2.82922492, -124.66849004])"
18368,"array([-71.22472539,  79.74507704])"
18369,"array([94.24798881, 24.30413967])"
18370,"array([-35.94796702,  76.48179351])"
18371,"array([  8.97410138, -28.80953449])"
18372,"array([ 83.12803866, 114.12191824])"
18373,"array([-26.68399448,  94.08583901])"
18374,"array([-17.89748508, -69.21256208])"
18375,"array([-59.46577848, 127.42087849])"
18376,"array([-32.57282098, 116.00251611])"
18377,"array([-25.39415677,  21.52717988])"
18378,"array([-5.50300231, 27.36265269])"
18379,"array([61.39575637, 98.63421946])"
18380,"array([ 75.15951268, 127.86307155])"
18381,"array([ 75.91903395, -40.55454008])"
18382,"array([-43.60550744,  71.9048256 ])"
18383,"array([ 30.83718783, -33.21695341])"
18384,"array([124.91783289,  22.23756893])"
18385,"array([ 8.92908638, 19.91685598])"
18386,"array([  51.71508607, -101.80237844])"
18387,"array([-59.8948306 , 113.28127594])"
18388,"array([ 33.55199254, 114.6161344 ])"
18389,"array([ 27.89892712, -85.31723511])"
18390,"array([-21.61464383, -83.24467286])"
18391,"array([-56.46281447, -20.71989572])"
18392,"array([-35.53843588, -54.58771835])"
18393,"array([10.79491195, 52.14015099])"
18394,"array([112.61573608, 109.41848586])"
18395,"array([ 88.21978081, 113.58794976])"
18396,"array([ -0.47059635, -17.61949917])"
18397,"array([145.68910871,  61.63487969])"
18398,"array([ 169.24675864, -134.55442159])"
18399,"array([ -5.33332232, -13.15141483])"
18400,"array([73.75174852, -4.8925955 ])"
18401,"array([138.28316062, 100.94927859])"
18402,"array([ 12.66378619, -40.03101389])"
18403,"array([ 7.0068461 , 13.80101754])"
18404,"array([ 69.47772452, 154.83773919])"
18405,"array([126.05786887,  -0.70158972])"
18406,"array([-57.9472519 ,  29.25436395])"
18407,"array([-27.86658335, -28.99147111])"
18408,"array([ 9.19455449, 53.86821094])"
18409,"array([161.75990914, 235.68430438])"
18410,"array([ 31.48236577, 117.29947139])"
18411,"array([149.93299339, -25.19945104])"
18412,"array([  8.23394218, -50.51528886])"
18413,"array([ 9.19957479, -2.80138409])"
18414,"array([  -9.66771239, -118.4984933 ])"
18415,"array([-78.06281199,  43.50413962])"
18416,"array([142.5153661 , -49.01893151])"
18417,"array([60.85593185, 39.5970899 ])"
18418,"array([ 56.37729085, -70.5837769 ])"
18419,"array([ 91.98015868, -10.5937323 ])"
18420,"array([-35.99113734,  91.36334763])"
18421,"array([111.56388387,  89.63420052])"
18422,"array([-72.54587327,  -1.29592954])"
18423,"array([42.92123395, 82.22452022])"
18424,"array([-11.94248121,  69.48084314])"
18425,"array([5.95934959, 0.29240973])"
18426,"array([ 50.93838893, 154.72512842])"
18427,"array([123.67031684,  93.57570232])"
18428,"array([ -9.49424826, -79.06036524])"
18429,"array([15.10652505, 86.61601429])"
18430,"array([-30.51490515,  22.78388751])"
18431,"array([ 35.2518062 , -70.01134751])"
18432,"array([13.92370392, 98.74867837])"
18433,"array([ 40.0052111 , 113.61032482])"
18434,"array([ 97.98184018, 125.42948309])"
18435,"array([  5.26289431, 148.01832919])"
18436,"array([-41.64772986, -71.45544799])"
18437,"array([80.30793539, 28.45308278])"
18438,"array([ 49.48660458, -14.70076238])"
18439,"array([  0.25857775, 101.03939233])"
18440,"array([-10.35778901, -46.11608094])"
18441,"array([ 45.32526092, 106.78449847])"
18442,"array([ 15.19848095, -17.65002224])"
18443,"array([-68.39390341,  91.69499   ])"
18444,"array([-55.4819952 ,  26.90104219])"
18445,"array([111.05913274, 137.22402116])"
18446,"array([  72.24137885, -133.4908032 ])"
18447,"array([-31.48165503,  -1.51507522])"
18448,"array([-24.74148869, -53.01321475])"
18449,"array([12.25144028, 67.61057097])"
18450,"array([11.45875399, 28.23531689])"
18451,"array([118.28558358, 102.23377112])"
18452,"array([92.48789935, 20.89421553])"
18453,"array([112.11715672, -33.52699299])"
18454,"array([158.39842342, -51.28988821])"
18455,"array([-48.86326094,   0.22683305])"
18456,"array([5.17571806, 8.77146788])"
18457,"array([-66.65485963, -98.26063799])"
18458,"array([127.48048267,  21.27613276])"
18459,"array([ 16.84521766, 117.25669591])"
18460,"array([101.041738  ,  16.23175076])"
18461,"array([182.29077858, -18.89738336])"
18462,"array([20.3963422, 43.2100442])"
18463,"array([ 44.04295409, 117.58790645])"
18464,"array([71.82402913, 71.96348952])"
18465,"array([  9.63519067, 103.60694504])"
18466,"array([ 40.25179832, 129.5420072 ])"
18467,"array([108.20172633,  35.77627221])"
18468,"array([79.23134538, 96.69509942])"
18469,"array([-44.67683963, 114.86982443])"
18470,"array([-79.35267   , -12.50350721])"
18471,"array([  6.02333287, -47.05435246])"
18472,"array([ -30.4764963 , -111.01955985])"
18473,"array([-72.11379545,  61.88895439])"
18474,"array([ 16.8081548 , 127.89284293])"
18475,"array([193.22568322,  52.83655491])"
18476,"array([-71.36515214,  25.88920311])"
18477,"array([-106.85799662,   36.12647808])"
18478,"array([113.44007689, 136.98404239])"
18479,"array([131.89415194,  19.31172241])"
18480,"array([-45.77918501,   9.16051934])"
18481,"array([54.72853957, 91.08348978])"
18482,"array([-76.67796485,  20.35804928])"
18483,"array([-28.86967992, -20.92619176])"
18484,"array([36.80516253, 32.7181198 ])"
18485,"array([172.79008177,  58.98042111])"
18486,"array([ 56.96878436, 118.36166515])"
18487,"array([31.7650028, 38.4146377])"
18488,"array([-23.1840743,  66.3468702])"
18489,"array([ -6.66460528, 170.95099382])"
18490,"array([-5.74754198, -6.14320461])"
18491,"array([-70.3022157 , 127.08693214])"
18492,"array([  6.25125161, -90.42774011])"
18493,"array([130.44520661,  33.78041912])"
18494,"array([ 86.47008341, -43.68759105])"
18495,"array([-10.58050914,  39.74478954])"
18496,"array([78.32767909, 80.85551973])"
18497,"array([-14.57240676,  -6.44970855])"
18498,"array([-48.73996328,  77.75880509])"
18499,"array([-14.49119496,  47.29256045])"
18500,"array([-88.27876232,  69.05921091])"
18501,"array([ 73.47261166, 131.93519096])"
18502,"array([ 80.62760853, 130.63023572])"
18503,"array([115.71349271, 157.19167989])"
18504,"array([32.85730658, 77.08435441])"
18505,"array([111.31145648, -54.01754578])"
18506,"array([41.18528396, 99.63879983])"
18507,"array([70.06096984,  1.97274923])"
18508,"array([59.75436673, -4.8478074 ])"
18509,"array([ 18.04424765, -13.73721665])"
18510,"array([ 51.83778123, 116.48941881])"
18511,"array([-36.05340209,  -8.05883658])"
18512,"array([-72.70489179,  -6.98884805])"
18513,"array([-63.48590045, -36.45893066])"
18514,"array([-93.67948897,  77.16505417])"
18515,"array([-26.68973494, 103.37226829])"
18516,"array([ 89.89591867, -96.84829522])"
18517,"array([ -6.34043953, -42.54960055])"
18518,"array([-50.13748981,  -9.62428331])"
18519,"array([94.56193199, -3.79844227])"
18520,"array([ 65.98420219, -35.36396774])"
18521,"array([-43.71462613, -79.49944205])"
18522,"array([-56.67043131, -87.13027029])"
18523,"array([ 90.9595317 , -41.10228809])"
18524,"array([102.34828349, 143.94414782])"
18525,"array([-53.69598715, -36.19121148])"
18526,"array([  38.54008051, -100.86714089])"
18527,"array([131.95170389, -85.90634813])"
18528,"array([171.90847934, -40.82545077])"
18529,"array([-40.68643504,  20.93117801])"
18530,"array([-9.57047503, -5.69836261])"
18531,"array([ 98.38263993, -99.1749662 ])"
18532,"array([ 26.30081946, 134.35451431])"
18533,"array([102.85658581, -79.55897116])"
18534,"array([ 73.37255643, 122.50580713])"
18535,"array([  25.05456972, -115.58168362])"
18536,"array([78.09605619, 67.37406199])"
18537,"array([85.9010415, 66.8094506])"
18538,"array([-16.91346319,  78.00345574])"
18539,"array([48.95796743, 12.29395091])"
18540,"array([ 20.77488935, -48.12619932])"
18541,"array([ 35.29061953, -80.52664445])"
18542,"array([41.51421341,  0.88700385])"
18543,"array([ 18.90597888, -63.24008253])"
18544,"array([-25.99246688,  18.21872701])"
18545,"array([ 5.3311825 , -1.75787184])"
18546,"array([  95.30361747, -134.15474527])"
18547,"array([66.34802517, 12.75838323])"
18548,"array([-10.4219443 , -98.54605332])"
18549,"array([ 31.83384219, 158.12415132])"
18550,"array([-48.52217196,  37.64706946])"
18551,"array([83.98640495, 25.53883442])"
18552,"array([21.12347401, 54.87831744])"
18553,"array([-67.83984176, -71.92855196])"
18554,"array([110.03165291, -47.60979044])"
18555,"array([62.67543577, 88.92227914])"
18556,"array([95.78317506, 16.57705422])"
18557,"array([  89.45336355, -114.59953024])"
18558,"array([ 58.42940207, -83.80978936])"
18559,"array([ -9.41983641, 122.58860689])"
18560,"array([70.33213954, 93.8670144 ])"
18561,"array([87.04256484, 54.52097691])"
18562,"array([ 61.88304144, -27.25890924])"
18563,"array([ 83.5740025 , 187.84480676])"
18564,"array([33.15736281, 74.58473927])"
18565,"array([27.65640656, 98.98047326])"
18566,"array([ 55.00550314, -63.09342409])"
18567,"array([30.0099649 , 33.83797209])"
18568,"array([159.5033259 , -30.20180413])"
18569,"array([11.82858162, 73.19647354])"
18570,"array([ 1.54942463, 72.61228381])"
18571,"array([-42.61370707,  38.79194105])"
18572,"array([22.0439864 , 30.71670469])"
18573,"array([100.82845719,  72.73743615])"
18574,"array([-6.34128817,  5.08387012])"
18575,"array([-3.96357418,  0.6432608 ])"
18576,"array([-20.70666807,  26.83668993])"
18577,"array([-84.23140691, -41.29016529])"
18578,"array([-21.22210505,   8.62723633])"
18579,"array([ -2.5326606 , -14.14841139])"
18580,"array([99.32272709, 90.93156178])"
18581,"array([-56.90787925, -45.02604039])"
18582,"array([-39.06036925,  62.42630595])"
18583,"array([ -20.7593845 , -103.35789526])"
18584,"array([-46.35504564,  39.33716984])"
18585,"array([-26.48639909,  21.07246679])"
18586,"array([39.461946  , 77.77102818])"
18587,"array([-51.94143592, -87.01008901])"
18588,"array([ 79.7632083 , 127.54214196])"
18589,"array([182.40534909,  38.7483789 ])"
18590,"array([149.52539501,  62.63564258])"
18591,"array([-8.83039604, -4.88514453])"
18592,"array([-27.76846779,  90.23673371])"
18593,"array([34.83935711, 93.95992821])"
18594,"array([-37.28893919,  80.83684482])"
18595,"array([59.49398482, 28.01463784])"
18596,"array([  44.83485834, -117.70718232])"
18597,"array([-41.94879244, 137.14114757])"
18598,"array([ 19.1157031 , 132.95225883])"
18599,"array([ 73.82333691, -17.05536361])"
18600,"array([  29.83534464, -110.81683528])"
18601,"array([-51.02622325,  50.4233836 ])"
18602,"array([-63.0704467 ,  22.86546312])"
18603,"array([-25.01789239, -41.35956657])"
18604,"array([-9.09690159, 92.509787  ])"
18605,"array([ 93.30468465, -48.25436783])"
18606,"array([ 124.91815284, -102.63470068])"
18607,"array([  7.0567595, -53.7229527])"
18608,"array([62.2184244 , 34.67498038])"
18609,"array([105.73785562,  -1.49044507])"
18610,"array([ 31.50177582, -47.97258181])"
18611,"array([  21.35360211, -151.73124351])"
18612,"array([ 34.80590427, -57.27550886])"
18613,"array([ 45.99614558, -77.97881665])"
18614,"array([  10.37159995, -185.83749898])"
18615,"array([30.8969728 , 56.59466038])"
18616,"array([ 72.73390631, 113.56627861])"
18617,"array([-27.9576926 , -16.77879202])"
18618,"array([75.56978734,  6.93861641])"
18619,"array([ 97.65374197, 100.55926245])"
18620,"array([42.98003662, 50.95502156])"
18621,"array([  1.17504899, 119.85495335])"
18622,"array([ 8.38532649, 36.22380482])"
18623,"array([ 56.32457297, -36.75281103])"
18624,"array([112.87052048, 104.15117364])"
18625,"array([ 41.80568929, 110.63502703])"
18626,"array([ 35.37879443, -22.62059704])"
18627,"array([ 98.54639508, 112.19157561])"
18628,"array([ 45.86781826, 122.36058992])"
18629,"array([121.69823377,  25.28428763])"
18630,"array([ 78.63745773, -10.87960466])"
18631,"array([-33.59725591, -91.66409704])"
18632,"array([-62.44350793, 107.45521253])"
18633,"array([ 24.51477263, -80.34595916])"
18634,"array([67.96409768, 45.8633882 ])"
18635,"array([-123.82856549,    0.81874012])"
18636,"array([ 24.32727192, -58.66725663])"
18637,"array([ 60.10194008, -29.55404773])"
18638,"array([101.8728068,  91.6781057])"
18639,"array([168.8057606,  33.999043 ])"
18640,"array([  65.22813533, -100.54074576])"
18641,"array([  12.5386847, -152.9542506])"
18642,"array([ 55.98823627, -82.63183346])"
18643,"array([120.05391982, -68.00522529])"
18644,"array([54.4595846 , 67.09643601])"
18645,"array([-16.24880909, 118.81282851])"
18646,"array([20.73695993, -2.40330728])"
18647,"array([ 95.95604727, -38.29767474])"
18648,"array([88.13119861, 94.98225573])"
18649,"array([12.41686174, 60.51958515])"
18650,"array([-86.17747912, -52.38581476])"
18651,"array([116.15224631,  51.30570517])"
18652,"array([-59.3329034 , 119.46224493])"
18653,"array([-13.22965041, -46.29056351])"
18654,"array([-50.33355726, -63.30740172])"
18655,"array([103.82214247, -67.51998162])"
18656,"array([-64.68102117,   5.08192359])"
18657,"array([-34.51386457,  12.71210116])"
18658,"array([-16.95825439,  26.77282486])"
18659,"array([ 26.79075234, 168.66872825])"
18660,"array([  59.47600253, -124.22861722])"
18661,"array([66.94140141,  1.76658733])"
18662,"array([77.93448926, 56.50447443])"
18663,"array([ 65.08243452, -62.18460855])"
18664,"array([-22.1127781 ,  67.19905382])"
18665,"array([103.89086391,  39.98957292])"
18666,"array([137.77469668, 232.17839344])"
18667,"array([140.72744067,  95.32556781])"
18668,"array([137.26353158, 193.57165781])"
18669,"array([-27.96133395,  83.31157427])"
18670,"array([ 93.11347941, 178.28647869])"
18671,"array([ 13.69915986, 126.53496933])"
18672,"array([-10.82126838, 122.25932348])"
18673,"array([-19.94185656,  16.52646974])"
18674,"array([-46.19978186, -13.85620074])"
18675,"array([148.52733541,  14.76576789])"
18676,"array([ 42.57988822, -87.17140567])"
18677,"array([ 62.66417984, -14.80407034])"
18678,"array([ 69.07863718, 181.70845006])"
18679,"array([ 140.31784267, -149.30485842])"
18680,"array([-37.60941641,  60.37816005])"
18681,"array([79.10701409, 78.32961449])"
18682,"array([ 30.90432191, 130.28945168])"
18683,"array([-7.82295747, 89.04782723])"
18684,"array([-53.96759028, -11.50020118])"
18685,"array([-59.81155057,   0.48587041])"
18686,"array([ 54.62670061, 118.22782236])"
18687,"array([-16.0316807 ,  95.53549497])"
18688,"array([170.32385859,  50.81631043])"
18689,"array([ -7.89639297, 118.06879899])"
18690,"array([ 37.53451675, 182.58271645])"
18691,"array([120.11649091,  19.69819421])"
18692,"array([  9.15179554, -38.48790861])"
18693,"array([-122.02649651,  -10.83211018])"
18694,"array([-36.34234646,  39.37829677])"
18695,"array([ 28.48909904, 100.55406137])"
18696,"array([-12.35403903,  80.60557251])"
18697,"array([-36.27949821, 112.51023374])"
18698,"array([ 37.67992199, 179.25391371])"
18699,"array([ 20.5391975 , -35.78897681])"
18700,"array([ -9.2234632 , -65.25488506])"
18701,"array([-72.02724099,   3.78349763])"
18702,"array([ 25.19100682, 137.10131951])"
18703,"array([ -9.50703598, -93.87062045])"
18704,"array([154.89270456, -60.55569572])"
18705,"array([-17.81693912, -53.78046534])"
18706,"array([ 59.05439407, -94.39802151])"
18707,"array([ 58.16079646, 108.01566381])"
18708,"array([  20.77785751, -115.69830809])"
18709,"array([ 92.98425101, 123.71578661])"
18710,"array([-86.73584813, -55.90424228])"
18711,"array([ 38.75337911, -59.22618577])"
18712,"array([ 64.3891369 , -56.84640142])"
18713,"array([-44.10629375,  80.60485618])"
18714,"array([-0.49891527, 54.50337972])"
18715,"array([  46.60757497, -103.43799166])"
18716,"array([ 96.55843235, -45.14656046])"
18717,"array([  36.96991649, -106.09792356])"
18718,"array([ -2.58043799, 104.5507238 ])"
18719,"array([13.3914893 , 30.54142501])"
18720,"array([-1.08605368, 40.28241096])"
18721,"array([109.72059447, 122.16257811])"
18722,"array([ 61.02542463, 143.32114187])"
18723,"array([142.58547419, -13.98953054])"
18724,"array([ 22.54847694, -45.09316658])"
18725,"array([-35.61177033, -48.70476964])"
18726,"array([ -65.83484364, -109.50514855])"
18727,"array([-100.41072921,   58.8993654 ])"
18728,"array([119.46131519, 140.97116028])"
18729,"array([-95.47464794, -32.76271586])"
18730,"array([152.63267763, -24.12165525])"
18731,"array([ 53.89023355, -31.02682398])"
18732,"array([-18.1302009 , -33.38533025])"
18733,"array([61.60328603, -6.97876397])"
18734,"array([-113.55113482,   -9.76236678])"
18735,"array([127.63090404,  -5.55665494])"
18736,"array([  8.59304491, -61.33801335])"
18737,"array([33.70472554, 40.4042125 ])"
18738,"array([ -0.21612148, -28.35358426])"
18739,"array([ 29.79972499, -61.91449614])"
18740,"array([-64.84456535,  26.95016503])"
18741,"array([-54.81645787,  33.60772626])"
18742,"array([ 93.7899892 , -83.28940522])"
18743,"array([ 48.15589147, 108.0418349 ])"
18744,"array([ 72.50686935, -43.86611699])"
18745,"array([ 14.10321293, -32.89492463])"
18746,"array([ 30.65590957, 120.38769316])"
18747,"array([-4.397644  , 59.13279032])"
18748,"array([-45.35132875,  50.59111807])"
18749,"array([133.95218049,  10.27997893])"
18750,"array([-54.30311413,  58.48821878])"
18751,"array([-14.61890258,  98.87534553])"
18752,"array([60.2106775 ,  9.91269556])"
18753,"array([66.86729625, 63.56640702])"
18754,"array([-20.02476751,  43.29799309])"
18755,"array([ 2.57026754, 81.01176294])"
18756,"array([91.39888779, 74.07384123])"
18757,"array([ 10.10314906, -16.71509645])"
18758,"array([-84.83880984, -38.75740545])"
18759,"array([78.61685575, 70.93986614])"
18760,"array([-11.83414786,  25.9612998 ])"
18761,"array([-69.60333341,  84.38887419])"
18762,"array([83.09373021, 95.74978171])"
18763,"array([ 45.1126877 , -22.50529232])"
18764,"array([ 67.66678483, 113.30823517])"
18765,"array([-70.9077872 ,  87.45724009])"
18766,"array([53.91815121, 58.7996398 ])"
18767,"array([ 3.88323121, 93.88884218])"
18768,"array([28.11506775, 31.60735152])"
18769,"array([42.73475524, 92.45314438])"
18770,"array([-94.11515101,  29.94753038])"
18771,"array([ 49.48683553, -84.5697213 ])"
18772,"array([150.4362614, -23.0907672])"
18773,"array([132.360219 , -99.4893624])"
18774,"array([-84.44593112,  64.68658385])"
18775,"array([ 16.95225714, 108.75706459])"
18776,"array([ 42.89438137, 114.49094513])"
18777,"array([26.98955876, 67.79207613])"
18778,"array([ -22.63692346, -103.49001716])"
18779,"array([44.38522395, 49.35126902])"
18780,"array([  64.58167429, -128.71908289])"
18781,"array([ 28.16385978, -64.52679826])"
18782,"array([ 91.27364797, -81.01705008])"
18783,"array([146.91119286,  72.72131837])"
18784,"array([-48.05188538,  72.18360273])"
18785,"array([109.67471398, -39.58955431])"
18786,"array([18.48368734, 78.9361241 ])"
18787,"array([170.18143928, -28.23557025])"
18788,"array([117.73693225,  52.11497028])"
18789,"array([-28.80843063,  96.82857999])"
18790,"array([-20.1952769 , 152.41806076])"
18791,"array([67.08839347, 25.42646544])"
18792,"array([-37.80448224,  36.96138195])"
18793,"array([107.69570202,  40.63372385])"
18794,"array([85.22052142, 35.31750912])"
18795,"array([49.52121466,  1.73771392])"
18796,"array([-56.7167263 , -55.93906608])"
18797,"array([113.86111063, -13.5988846 ])"
18798,"array([-22.47408415, -36.20088247])"
18799,"array([-13.47670537, -50.40055503])"
18800,"array([68.17406703, 21.09420446])"
18801,"array([112.12399145, 111.68940914])"
18802,"array([104.20407709,  -8.31786743])"
18803,"array([-12.55132291, -34.05675526])"
18804,"array([148.1451537 , -54.12233372])"
18805,"array([56.97396994, 95.3659674 ])"
18806,"array([104.93113669,  -6.76432738])"
18807,"array([19.25244249, 47.2899241 ])"
18808,"array([ 69.94162161, 106.27472783])"
18809,"array([70.36328536, 65.29683292])"
18810,"array([129.59705185, -49.61479768])"
18811,"array([-42.97783124, -37.23266079])"
18812,"array([  30.70215908, -143.17013911])"
18813,"array([113.86454981, 141.08378407])"
18814,"array([ 31.52640307, 100.40432308])"
18815,"array([-51.17816262, -35.44898872])"
18816,"array([81.4389577 , 83.05912878])"
18817,"array([-77.12209012,  51.6214484 ])"
18818,"array([-11.00879324, -18.53709503])"
18819,"array([149.27566569, -44.80136802])"
18820,"array([  77.85039933, -110.62884427])"
18821,"array([-42.66683337,  86.13344494])"
