# index, _pos
7139,"array([-46.93048276, -34.85036947])"
7140,"array([ 57.27145845, -85.51038393])"
7141,"array([ 34.48174453, 142.72898435])"
7142,"array([ 87.73616099, -52.2896037 ])"
7143,"array([10.09995847, -2.27756645])"
7144,"array([ -53.38126501, -115.17687266])"
7145,"array([129.46972073,  39.93609619])"
7146,"array([-80.07309433,  40.55742079])"
7147,"array([122.38354786,  -8.83334174])"
7148,"array([129.75107782, -17.62628061])"
7149,"array([-54.98593334,  29.13279668])"
7150,"array([145.38054726,  47.26993275])"
7151,"array([ 88.83049052, 184.93330335])"
7152,"array([-14.54013957, 110.48099684])"
7153,"array([ 46.88649142, 135.38184427])"
7154,"array([ 57.5061899 , 100.10976274])"
7155,"array([ 57.94555258, 127.0267332 ])"
7156,"array([  43.92994311, -107.76481103])"
7157,"array([29.65422034, 27.14424313])"
7158,"array([-10.34160366, -36.95051186])"
7159,"array([ 4.87223036, -3.72651952])"
7160,"array([ 66.09213753, -95.35553849])"
7161,"array([-17.63943434,  38.56384066])"
7162,"array([ 16.34182923, -21.24160899])"
7163,"array([ 34.99895288, 100.62019521])"
7164,"array([ 79.7894646 , -51.31387744])"
7165,"array([ 104.14905501, -155.12787306])"
7166,"array([188.53376886,  53.97415405])"
7167,"array([21.21312887, 38.33410664])"
7168,"array([-113.3112414 ,  -66.11199308])"
7169,"array([ 28.92830673, -72.66290853])"
7170,"array([  26.59548429, -125.78730634])"
7171,"array([ 5.56567667, 41.94299554])"
7172,"array([-35.06114616, 124.62919312])"
7173,"array([ 42.69662425, -12.65130895])"
7174,"array([ 80.15882759, 141.84830589])"
7175,"array([ 16.02874698, -47.27275891])"
7176,"array([-10.14163186,  67.94547454])"
7177,"array([108.43426542, -37.75166742])"
7178,"array([18.01826817, 54.13578031])"
7179,"array([-15.19319446,  91.53624757])"
7180,"array([   5.41150705, -104.62950318])"
7181,"array([136.82997452,   1.183115  ])"
7182,"array([ 24.09499521, 104.45050417])"
7183,"array([ 32.91978001, -42.21138544])"
7184,"array([104.86177106,   2.33229828])"
7185,"array([113.67598575, -68.78663561])"
7186,"array([-49.51686017,   6.71759165])"
7187,"array([ 44.39732469, -34.84991293])"
7188,"array([-66.64878375,  54.18546685])"
7189,"array([82.72955986, 36.28253781])"
7190,"array([68.07032622, 97.10233664])"
7191,"array([ 76.67442631, -96.62525402])"
7192,"array([ 37.26653838, -50.09179379])"
7193,"array([-17.19096565, -17.75608991])"
7194,"array([-30.51009432,  30.20013146])"
7195,"array([35.24858891, 46.64085065])"
7196,"array([  86.13917933, -147.0697704 ])"
7197,"array([103.80908128, -15.03964964])"
7198,"array([ 26.97234042, -58.75172815])"
7199,"array([-38.46977044, -90.99310091])"
7200,"array([178.95231639, 259.6749363 ])"
7201,"array([ 44.50838131, -33.90100458])"
7202,"array([-24.55234885,  66.62105822])"
7203,"array([-36.01255272,  10.67109887])"
7204,"array([  2.66616098, -82.63735454])"
7205,"array([-72.83657544,  76.19850395])"
7206,"array([ 17.17545572, -18.53843548])"
7207,"array([-13.04534948, 114.39339921])"
7208,"array([-51.80892002,  -4.82785147])"
7209,"array([156.91782064, -13.75333679])"
7210,"array([ 66.34436325, -61.57295076])"
7211,"array([-67.75063489, -27.92131089])"
7212,"array([-36.53693696, -47.41479023])"
7213,"array([64.55809942,  6.92215837])"
7214,"array([ 39.16270867, 114.07009447])"
7215,"array([  1.61395286, -18.18119752])"
7216,"array([70.09617254, 39.6221758 ])"
7217,"array([103.2072154,  18.7008392])"
7218,"array([116.36117764,   1.35814281])"
7219,"array([ 31.40621377, 107.07970645])"
7220,"array([43.85287503, -1.64174919])"
7221,"array([ 7.9498065 , 49.32973392])"
7222,"array([87.54367322, 13.60650819])"
7223,"array([ 58.38283718, -31.17147858])"
7224,"array([98.96958128, 11.74063723])"
7225,"array([150.03673064,   2.56149618])"
7226,"array([32.46213918, 50.85143805])"
7227,"array([41.89833205, 28.92388147])"
7228,"array([-47.69521974,  54.58233111])"
7229,"array([ 8.54672052, -4.44101321])"
7230,"array([-46.3287482 ,  95.64813609])"
7231,"array([43.84594567, 47.18393735])"
7232,"array([13.13324289, 34.8485647 ])"
7233,"array([54.3150172 , 63.20942363])"
7234,"array([ 5.67747332, 38.26554412])"
7235,"array([-15.76101942, -61.07756472])"
7236,"array([25.2049894, 25.7897884])"
7237,"array([-35.37235886,  53.53172381])"
7238,"array([ 85.23762082, -82.0704227 ])"
7239,"array([ 112.89118223, -119.6094001 ])"
7240,"array([ 48.75449563, 161.33117354])"
7241,"array([105.22275815,  95.00663332])"
7242,"array([ 37.20850387, 114.19741049])"
7243,"array([ 29.00947162, -17.31552442])"
7244,"array([  53.68863015, -101.57036898])"
7245,"array([ 29.3427336 , 104.55705486])"
7246,"array([ 38.71771414, 142.97314598])"
7247,"array([89.38953372, 51.37000526])"
7248,"array([ 15.93771462, -67.21626723])"
7249,"array([  7.12562385, -82.54048621])"
7250,"array([154.21681468,  28.41331868])"
7251,"array([ 60.38220745, -76.73272734])"
7252,"array([ 65.60405588, -49.74755728])"
7253,"array([-29.44642466,  43.62307512])"
7254,"array([ 15.57398328, -48.4175475 ])"
7255,"array([ 9.9206176 , 72.45000066])"
7256,"array([ 93.66268546, -59.25014915])"
7257,"array([  3.34285327, 139.55564033])"
7258,"array([-20.3614241 ,  84.60550524])"
7259,"array([-30.82631478, -34.8342443 ])"
7260,"array([-62.12313516,  48.07547611])"
7261,"array([56.13951822, 48.19472719])"
7262,"array([-54.62908757, -56.17202071])"
7263,"array([-38.65332672,  76.54480871])"
7264,"array([-34.61207362, -67.23366276])"
7265,"array([97.17991162, 90.91671629])"
7266,"array([ 67.31954039, 139.43514659])"
7267,"array([134.17850048,  40.52133838])"
7268,"array([40.78226073,  1.84971133])"
7269,"array([ -7.6190195 , -61.33761094])"
7270,"array([ 69.56694954, -64.55192244])"
7271,"array([ 74.96097847, -77.99760281])"
7272,"array([ 76.65628632, 105.78654121])"
7273,"array([ 22.35857279, -49.94966912])"
7274,"array([34.1682195 , 56.11733695])"
7275,"array([-122.77043308,    3.25989739])"
7276,"array([85.51865363, 19.31282629])"
7277,"array([ 22.04430026, 110.2550255 ])"
7278,"array([ 54.16054267, -69.54043531])"
7279,"array([58.1553928 , 82.69367852])"
7280,"array([40.48732716, 93.37809757])"
7281,"array([-16.50739971,  60.51176181])"
7282,"array([13.31131738, 24.43320274])"
7283,"array([54.36074697, 49.24323188])"
7284,"array([ -3.28460534, 147.20925897])"
7285,"array([-88.36890352, -45.69406711])"
7286,"array([ -40.66976778, -100.28244922])"
7287,"array([120.0701558 ,  80.90337449])"
7288,"array([159.2452536 , 106.54888859])"
7289,"array([134.66873847, -15.34508574])"
7290,"array([106.78035751,  26.17414566])"
7291,"array([28.98951239, 35.96380757])"
7292,"array([ 23.48461196, -21.18772012])"
7293,"array([123.94218898,  16.18416163])"
7294,"array([  73.6532547 , -103.38357883])"
7295,"array([121.45125161,  15.45632535])"
7296,"array([62.9117549 , 29.57316294])"
7297,"array([-65.51832685, -70.88996812])"
7298,"array([ 77.26290398, 162.46423881])"
7299,"array([ 31.55746889, -24.26732247])"
7300,"array([85.02077366, 14.87621406])"
7301,"array([ 86.58003964, -92.64913003])"
7302,"array([-98.97215258,  51.76426994])"
7303,"array([11.03925786, 90.7313728 ])"
7304,"array([75.22579065, 78.44195802])"
7305,"array([ -1.70374635, -13.436221  ])"
7306,"array([-69.76910575,  59.95046949])"
7307,"array([ 15.49659802, 115.04545383])"
7308,"array([ 51.10498211, 122.71128564])"
7309,"array([-2.66002362, 60.01007234])"
7310,"array([-31.56164414,  54.413873  ])"
7311,"array([-49.01395835, -89.89596071])"
7312,"array([ 20.23216295, 103.40060052])"
7313,"array([ 34.22552318, -35.88819385])"
7314,"array([169.05140525,  69.4905598 ])"
7315,"array([109.03567196, -64.02725579])"
7316,"array([90.95733526, 92.10125131])"
7317,"array([55.88032875, 33.49085488])"
7318,"array([114.02413383, -61.92306272])"
7319,"array([ 29.91818904, -45.71214065])"
7320,"array([-5.72442322, 85.05597903])"
7321,"array([-25.36834844, 130.04181342])"
7322,"array([35.20867693, 82.83163717])"
7323,"array([-9.05347711, 57.24708105])"
7324,"array([26.79855061, 78.67014141])"
7325,"array([34.39980512, 23.25086713])"
7326,"array([21.20118218, 67.55755916])"
7327,"array([14.43063773, 21.15851193])"
7328,"array([30.57640403, 22.5046965 ])"
7329,"array([ 42.20060719, 115.43720945])"
7330,"array([109.57936307,  22.85543295])"
7331,"array([ -8.35110047, -85.75927037])"
7332,"array([-21.68664352, -21.72926522])"
7333,"array([-16.63747656,  71.33261612])"
7334,"array([-16.92139965,  74.16370273])"
7335,"array([-77.95861709,  70.95969379])"
7336,"array([ 20.41986214, -27.11373119])"
7337,"array([26.68655391, 23.94795214])"
7338,"array([87.68895747, 48.01182321])"
7339,"array([103.35041304, -65.88753168])"
7340,"array([ 53.53827232, 100.98678609])"
7341,"array([ 3.58869191, 12.47183517])"
7342,"array([126.40708226,  58.07491371])"
7343,"array([-15.15830793,  66.56739518])"
7344,"array([ 24.12327753, 116.49159051])"
7345,"array([25.80678913, 24.71029172])"
7346,"array([106.81929104, 132.62326473])"
7347,"array([-3.42845484, 63.67167295])"
7348,"array([ 26.07584958, -52.30629649])"
7349,"array([106.719151  , -52.81952557])"
7350,"array([ 85.89290684, 148.01022068])"
7351,"array([-63.14366927,  41.98156909])"
7352,"array([-62.03800891,  40.81405871])"
7353,"array([ 77.81802317, 144.44641633])"
7354,"array([37.20921559,  4.38015672])"
7355,"array([36.3815222 , 62.68500054])"
7356,"array([66.81329156, -9.94923943])"
7357,"array([100.21523394, -26.00948104])"
7358,"array([47.76205977, 13.69010395])"
7359,"array([-93.38341703,   4.25430937])"
7360,"array([67.75099384,  4.07889329])"
7361,"array([-40.16528499, 141.81345311])"
7362,"array([ 82.29145247, 106.3545406 ])"
7363,"array([-32.66648061,  34.17468529])"
7364,"array([ 36.29055381, -11.22245705])"
7365,"array([-12.67473331,  61.44937094])"
7366,"array([-23.84596464,  24.03725883])"
7367,"array([ -6.38222181, -17.55756537])"
7368,"array([36.33457976, 55.49111503])"
7369,"array([ 22.03360683, -25.17513671])"
7370,"array([62.25144431, 81.25621645])"
7371,"array([35.24608834, 49.00980791])"
7372,"array([27.43111042, 20.72872858])"
7373,"array([  24.1086599 , -145.59615434])"
7374,"array([-7.41264624, -8.32325504])"
7375,"array([-6.92926464, 79.3817132 ])"
7376,"array([-70.90586374, -53.087438  ])"
7377,"array([107.39191974,  78.74756758])"
7378,"array([ 37.90544345, -43.58872247])"
7379,"array([100.81746298, -30.17024174])"
7380,"array([78.5390043 , -6.45198488])"
7381,"array([-107.59990215,   31.58822992])"
7382,"array([52.98803026, 44.41574735])"
7383,"array([40.08462574, 42.24629505])"
7384,"array([  8.54896882, 124.2362443 ])"
7385,"array([ 37.45303251, 107.41165281])"
7386,"array([ 42.97584794, -28.50050006])"
7387,"array([ 45.77853744, -45.48039422])"
7388,"array([20.02380448, 15.19644543])"
7389,"array([ 62.17792081, 115.95483257])"
7390,"array([80.06079953, 60.87087831])"
7391,"array([43.11437791, 87.30407177])"
7392,"array([-45.65571308,  55.84845179])"
7393,"array([ -8.84882951, 116.20858428])"
7394,"array([ 66.62393791, -90.77676418])"
7395,"array([-55.51541914, -33.32651008])"
7396,"array([50.48545367, 55.79111586])"
7397,"array([ 67.90815385, -55.28475775])"
7398,"array([-89.93134806, -28.86371709])"
7399,"array([-16.0228331 ,  78.92708686])"
7400,"array([-37.29010925, -16.04708721])"
7401,"array([76.12415911, 26.99100983])"
7402,"array([92.69292441, 27.83328087])"
7403,"array([ 24.98984938, -23.66405733])"
7404,"array([95.2408515 , 26.42087761])"
7405,"array([121.81164657,   8.7715213 ])"
7406,"array([86.39920293, 35.58037271])"
7407,"array([ 43.82020758, -50.22450758])"
7408,"array([111.1519715 ,  29.02009271])"
7409,"array([162.95441267,  29.71932133])"
7410,"array([ 0.33418382, -6.31634591])"
7411,"array([13.43479244, 58.79506649])"
7412,"array([ 24.30959363, -82.56680302])"
7413,"array([  16.01601318, -131.89931593])"
7414,"array([162.25354503,  35.95703391])"
7415,"array([ 20.00856793, -19.82855603])"
7416,"array([ 3.58313532, -5.50528768])"
7417,"array([91.06492062, 64.70279619])"
7418,"array([142.63076356,  87.64095424])"
7419,"array([18.94152414, 91.68201073])"
7420,"array([ 85.4453336 , -99.90109973])"
7421,"array([ 5.81827739, 23.72897248])"
7422,"array([-22.52136363,   4.36609859])"
7423,"array([  82.7650918 , -119.45528332])"
7424,"array([48.80728854,  9.64924237])"
7425,"array([ 75.389091  , 125.07199511])"
7426,"array([ 20.47615662, -99.96167278])"
7427,"array([-11.56628153,  22.98637683])"
7428,"array([29.23582226, 11.74514539])"
7429,"array([-19.10630643, -10.87332675])"
7430,"array([  18.87416759, -108.6705011 ])"
7431,"array([59.33812804, 34.33749214])"
7432,"array([ 44.1328777, -30.0828078])"
7433,"array([-44.84957193, -26.72286474])"
7434,"array([-98.91771952,  22.25949995])"
7435,"array([-139.50481286,   23.26719648])"
7436,"array([58.95252504, 39.72587426])"
7437,"array([36.60140747, 28.3652667 ])"
7438,"array([-61.62414364,  27.91604755])"
7439,"array([117.95410639,  65.7401759 ])"
7440,"array([ 16.03608405, -31.16914857])"
7441,"array([-73.09100069, -16.1536608 ])"
7442,"array([107.25019396,  37.93613782])"
7443,"array([78.97582697, 55.35577263])"
7444,"array([ 71.81410527, -28.14503811])"
7445,"array([ -52.22676482, -120.05667887])"
7446,"array([ 17.83151691, -28.51444914])"
7447,"array([ 35.40311647, -30.15025602])"
7448,"array([96.47093644, -1.76472677])"
7449,"array([107.94478981,  -6.62079576])"
7450,"array([99.79473213, -7.94040777])"
7451,"array([ 57.73105478, 130.29061914])"
7452,"array([-65.92789161, 107.25878576])"
7453,"array([69.20786919, 21.85207152])"
7454,"array([ 45.57126714, -44.46453595])"
7455,"array([-8.95976744, 74.48398206])"
7456,"array([-33.23914894, 112.61795863])"
7457,"array([108.13292602, 130.46074516])"
7458,"array([81.58126225, 33.43857202])"
7459,"array([62.09276193, 91.84699414])"
7460,"array([-108.0402358 ,  -62.29665785])"
7461,"array([-20.84931777, -44.3674217 ])"
7462,"array([-41.48370809,  42.10429324])"
7463,"array([-66.30427398, -24.202233  ])"
7464,"array([ 8.54296064, 82.90757609])"
7465,"array([ 37.30196253, -41.9567558 ])"
7466,"array([ 8.71741357, -5.97156459])"
7467,"array([ 37.39609073, -74.09761862])"
7468,"array([-27.39864526, -11.74117023])"
7469,"array([ 59.18479792, 173.86561835])"
7470,"array([  9.80716215, -10.79480487])"
7471,"array([18.87481189, 49.49717783])"
7472,"array([40.23603466,  4.57544984])"
7473,"array([ 35.14614655, -13.96705204])"
7474,"array([ 74.17931714, -26.76828992])"
7475,"array([ 14.63076453, -15.64603508])"
7476,"array([-41.04721341,  70.1364294 ])"
7477,"array([-21.49161485,  76.36978495])"
7478,"array([29.26889594, 77.23502964])"
7479,"array([113.59800324,  26.43958116])"
7480,"array([165.25635009,  30.91443926])"
7481,"array([ 68.13229113, 126.0095989 ])"
7482,"array([28.54807929,  8.59543537])"
7483,"array([18.98067749,  4.54919202])"
7484,"array([ 7.28952924, 86.12144093])"
7485,"array([-4.15640639, 79.15051896])"
7486,"array([ 70.43300709, 115.28282338])"
7487,"array([ 57.79896103, -12.32193962])"
7488,"array([ 39.21390045, -16.4982411 ])"
7489,"array([ 31.8105321 , -21.51579835])"
7490,"array([15.15694828, -2.51217429])"
7491,"array([109.10746429, -92.58384504])"
7492,"array([ 53.14216407, -37.17964802])"
7493,"array([ 50.65150101, 105.78591539])"
7494,"array([20.00306998, 92.70282377])"
7495,"array([120.21048011, 102.09274214])"
7496,"array([149.76212061, -64.42238335])"
7497,"array([  2.85500635, -69.16520639])"
7498,"array([-11.90503129,  31.05508417])"
7499,"array([-20.02492255, 138.80528581])"
7500,"array([-20.78778541,  22.11063826])"
7501,"array([ -6.58319732, -13.97175083])"
7502,"array([-15.32958134,  96.75601347])"
7503,"array([44.84848486, 51.47766221])"
7504,"array([-25.81138596,  69.3227861 ])"
7505,"array([ 50.75763773, -21.40008807])"
7506,"array([43.42430089, 80.1084634 ])"
7507,"array([75.82878389, 65.87047988])"
7508,"array([108.51356859,  82.76550027])"
7509,"array([27.09041541, 55.74291743])"
7510,"array([115.72714142, -48.2111349 ])"
7511,"array([-12.49941202, 102.25419718])"
7512,"array([ 15.5874014 , 110.28944435])"
7513,"array([ 39.65976878, -60.07137741])"
7514,"array([51.48931735, 27.50274252])"
7515,"array([ 48.62477047, 147.55456018])"
7516,"array([101.54084397,  30.64340161])"
7517,"array([ 53.1876988 , 125.04383437])"
7518,"array([ -5.96355258, -30.90680223])"
7519,"array([-63.56109458,  75.15103369])"
7520,"array([27.00478196, 34.15563102])"
7521,"array([33.065417  , 41.25791694])"
7522,"array([39.76005241, 35.61367902])"
7523,"array([ 55.00922522, 105.7866886 ])"
7524,"array([-14.90157935,  17.333438  ])"
7525,"array([ 27.12810174, -44.92637589])"
7526,"array([-12.61401969,  53.93129322])"
7527,"array([1.30527134e+02, 4.33262423e-02])"
7528,"array([ 59.18981239, 124.62366979])"
7529,"array([-50.05425207,  22.88104829])"
7530,"array([ -4.32687577, 102.52928808])"
7531,"array([ 97.3044855 , -32.02755135])"
7532,"array([ 28.90002144, -24.70795308])"
7533,"array([27.44533707, 14.19923531])"
7534,"array([ -25.25612415, -106.60842608])"
7535,"array([-60.83682215,  76.31221918])"
7536,"array([ 32.48740102, 110.51055792])"
7537,"array([  3.58637613, -87.78095514])"
7538,"array([ 54.8337481 , -29.19909921])"
7539,"array([87.49982704, 92.60594082])"
7540,"array([  9.65685797, -27.3667424 ])"
7541,"array([184.50923069,  19.99398238])"
7542,"array([21.84856076, 46.61683306])"
7543,"array([171.80806917,  38.99347536])"
7544,"array([-59.25106407,  69.83955928])"
